source_id,title,kind,creator_or_channel,url,published_date,language,notes
yt_4xvvenRLtY0,Joscha Bach on e/acc (effective accelerationism) movement | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=4xvvenRLtY0,2023-08-06,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_3gsBYHVQcgA,When you become the universe: How the brain processes information | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=3gsBYHVQcgA,2023-08-06,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_nM2KMwb86IU,When does a human child gain consciousness? | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=nM2KMwb86IU,2023-08-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_kdVwWYvqrZs,Joscha Bach on Michael Levin and self-organizing organisms | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=kdVwWYvqrZs,2023-08-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_VHTIUe5XBzE,How to deal with loneliness | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=VHTIUe5XBzE,2023-08-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_LvkrOa4HY-4,How plants communicate | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=LvkrOa4HY-4,2023-08-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_JXAGYw8PULU,Criticism of panpsychism theory | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=JXAGYw8PULU,2023-08-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_yoivKmI8_TI,Transhumanism: Reverse-engineering the human mind | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=yoivKmI8_TI,2023-08-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_xStS6pft1SI,Does intelligence lead to suffering? | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=xStS6pft1SI,2023-08-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_Z4oymi2vcqs,Criticism of Elon Musk and Twitter | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=Z4oymi2vcqs,2023-08-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_MVWzrgOUdkI,Joscha Bach: Advice for young people | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=MVWzrgOUdkI,2023-08-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_zhHch_Qu2sk,How to reach enlightenment | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=zhHch_Qu2sk,2023-08-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_ta4VndSsYcE,Joscha Bach on his intense debates with Lee Cronin | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=ta4VndSsYcE,2023-08-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt__SBQloAjm2U,The self shapes reality: We're all wearing a costume | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=_SBQloAjm2U,2023-08-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_R5tNZnsuEM0,Joscha Bach disagreement with Eliezer Yudkowsky on dangers of AI | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=R5tNZnsuEM0,2023-08-03,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=interview
yt_O5jG4kdoWts,Should AI be open-sourced: Pros and Cons | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=O5jG4kdoWts,2023-08-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_pYbNxYDU_mg,Can we backup human brains digitally? | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=pYbNxYDU_mg,2023-08-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_pUCa31RGKRo,The seven stages of life | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=pUCa31RGKRo,2023-08-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_YDkvE9cW8rw,Will GPT-5 achieve consciousness? | Joscha Bach and Lex Fridman,youtube,Lex Clips,https://www.youtube.com/watch?v=YDkvE9cW8rw,2023-08-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_WaPiW58A6FI,"Joscha Bach: Life, Intelligence, Consciousness, AI & the Future of Humans - Podcast Summary",youtube,Podcast Summaries,https://www.youtube.com/watch?v=WaPiW58A6FI,2023-08-02,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_0YvVUE-imRI,Joscha Bach criticizes Diablo 4 | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=0YvVUE-imRI,2023-08-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_e8qJsk1j2zE,"Joscha Bach: Life, Intelligence, Consciousness, AI & the Future of Humans | Lex Fridman Podcast #392",youtube,Lex Fridman,https://www.youtube.com/watch?v=e8qJsk1j2zE,2023-08-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_O2W4xgIycs4,播客-Joscha Bach: Artificial Consciousness and the Nature of Reality | Lex Fridman Podcast #101,youtube,F.R.I.D.A.Y.播客,https://www.youtube.com/watch?v=O2W4xgIycs4,2023-07-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_9IBHkY28D5g,From Large Language Models to General Artificial Intelligence? - Joscha Bach (Keynote),youtube,Furhat Robotics,https://www.youtube.com/watch?v=9IBHkY28D5g,2023-06-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_Z02Obj8j6FQ,Joscha Bach and Connor Leahy [HQ VERSION],youtube,Machine Learning Street Talk,https://www.youtube.com/watch?v=Z02Obj8j6FQ,2023-06-20,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_35q7aiZv0OE,Hotness v.  Beauty & Grace - Dr. Joscha Bach,youtube,DemystifySci CLIPS,https://www.youtube.com/watch?v=35q7aiZv0OE,2023-06-16,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_PkkN4bJN2pg,"Is There Really a Hard Problem of Consciousness? - Joscha Bach, Artificial Intelligence Researcher",youtube,The DemystifySci Podcast,https://www.youtube.com/watch?v=PkkN4bJN2pg,2023-06-11,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_fkZDq0beitM,"Pain, Suffering,, Trauma",youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=fkZDq0beitM,2023-06-10,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_2TiXuRge0sA,Joscha Bach Interview on Finnish Morning TV 2023-05-26,youtube,Janne H.,https://www.youtube.com/watch?v=2TiXuRge0sA,2023-06-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_FvopB4-rY-Y,Is our model of reality predictive - @lexfridman,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=FvopB4-rY-Y,2023-05-21,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_szSH59xhZvo,"#313 | Joscha Bach; Mistaken Compassion, Living During a Revolution & Fighting Hopelessness",youtube,Vance Crowe,https://www.youtube.com/watch?v=szSH59xhZvo,2023-05-17,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_skXe_cUucO8,Self Learning Systems - Joscha Bach,youtube,The Neha Anwar Podcast,https://www.youtube.com/watch?v=skXe_cUucO8,2023-04-04,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=interview
yt_r4y41O4GTDA,"Intrepid Broadcast - ""Joscha Bach - A.I. and Empathy?""",youtube,Scotty Roberts,https://www.youtube.com/watch?v=r4y41O4GTDA,2023-04-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_l_Yyr0UP2Bc,"Joscha Bach, German computer scientist on Understanding the Human Mind",youtube,The Neha Anwar Podcast,https://www.youtube.com/watch?v=l_Yyr0UP2Bc,2023-04-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_8oGnG1Lr7So,How are Emotions Represented - Joscha Bach,youtube,The Neha Anwar Podcast,https://www.youtube.com/watch?v=8oGnG1Lr7So,2023-03-23,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_WPeXupls_48,Episode 20 - Joscha Bach - The making of a genius,youtube,The Neha Anwar Podcast,https://www.youtube.com/watch?v=WPeXupls_48,2023-03-19,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_7aNAQUfF_lQ,Infinity - @scfu,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=7aNAQUfF_lQ,2023-03-04,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_6HOjKa34im8,Currents 083: Joscha Bach on Synthetic Intelligence,youtube,Jim Rutt Show,https://www.youtube.com/watch?v=6HOjKa34im8,2023-03-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_MVm9FVfGrFQ,Joscha Bach: Open Sourcing AI & it's implications - Democratizing AI Podcast 1,youtube,Christoph Schuhmann,https://www.youtube.com/watch?v=MVm9FVfGrFQ,2023-02-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_TbpK2daY5_Y,Joscha Bach: How to Build a Conscious Artificial Agent,youtube,wonkmonk,https://www.youtube.com/watch?v=TbpK2daY5_Y,2023-01-17,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_x0-Bmfnt0ik,Joscha Bach: Mind Is Software and Software Is a Physical Law,youtube,wonkmonk,https://www.youtube.com/watch?v=x0-Bmfnt0ik,2023-01-16,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_7cqXtVw7ugQ,Joscha Bach: Consciousness Is a Monkey Riding an Elephant,youtube,wonkmonk,https://www.youtube.com/watch?v=7cqXtVw7ugQ,2023-01-16,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_y6FTuyFwsco,Joscha Bach: Consciousness is a Control Model of Attention,youtube,wonkmonk,https://www.youtube.com/watch?v=y6FTuyFwsco,2023-01-04,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_DLnCQRFYtz8,"WHAT IS MUSIC? Joscha Bach on Music, Perception, Emotion, & Geometry",youtube,Bernie’s Bootlegs,https://www.youtube.com/watch?v=DLnCQRFYtz8,2022-12-28,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_gMR7BypsLIE,"Joscha Bach, Michael Levin, & Curt Jaimungal on Memory, Intelligence, & Agency, - Theory of Every0ne",youtube,Theory of EveryOne with Tyler Goldstein,https://www.youtube.com/watch?v=gMR7BypsLIE,2022-12-07,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_oOI3nPKUeRc,Joscha Bach: The Six Stages of Development of the Self | The Western Confusion about Consciousness,youtube,wonkmonk,https://www.youtube.com/watch?v=oOI3nPKUeRc,2022-11-30,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_LgwjcqhkOA4,"#82 - Dr. JOSCHA BACH - Digital Physics, DL and Consciousness [UNPLUGGED]",youtube,Machine Learning Street Talk,https://www.youtube.com/watch?v=LgwjcqhkOA4,2022-11-27,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_HiCeH6ITgj0,"Bergson's Holographic Theory - 76 - Bio-memory (Joscha Bach, M. Levin)",youtube,"Stephen E. Robbins, PhD",https://www.youtube.com/watch?v=HiCeH6ITgj0,2022-11-23,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_kgMFnfB5E_A,Michael Levin Λ Joscha Bach: Collective Intelligence,youtube,Curt Jaimungal,https://www.youtube.com/watch?v=kgMFnfB5E_A,2022-11-09,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_ApHnqHfFWBk,From Language to Consciousness  (Guest: Joscha Bach),youtube,The Computing Brain,https://www.youtube.com/watch?v=ApHnqHfFWBk,2022-11-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_WyJxU3Ptw2M,A specification for an AI developed by Thomas Aquinas - @associationforthedesignofh7337,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=WyJxU3Ptw2M,2022-10-07,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_kiPK1lspD0Y,INTJ Filsuf Jenius: JOSCHA BACH,youtube,PERSONA,https://www.youtube.com/watch?v=kiPK1lspD0Y,2022-09-19,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_UdCmqoZTCX0,Frühschoppen mit Joscha Bach: Denkende Maschinen und das globale Gehirn - wo geht unsere Reise hin?,youtube,1E9,https://www.youtube.com/watch?v=UdCmqoZTCX0,2022-09-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_6xHVtgwNBcY,"Joscha Bach, Yulia Sandamirskaya: ""The Third Age of AI: Understanding Machines that Understand""",youtube,1E9,https://www.youtube.com/watch?v=6xHVtgwNBcY,2022-09-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_IbPmYLqlU4Q,On Jordan Peterson vs the Millennials - @TheoriesofEverything,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=IbPmYLqlU4Q,2022-08-25,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_dkoM6AHfDoU,"Organisms, Gods and Civilizations are basically the same concept - @TheoriesofEverything",youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=dkoM6AHfDoU,2022-08-22,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_g7YLZeXc91g,"Joscha Bach introduces himself: ""Who is Joscha Bach""? 🧐",youtube,Global Theatre Skitsoanalysis,https://www.youtube.com/watch?v=g7YLZeXc91g,2022-07-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=essay
yt_QoFLII3eXS4,Joscha Bach on Civilizational Intellect 🏛️,youtube,Global Theatre Skitsoanalysis,https://www.youtube.com/watch?v=QoFLII3eXS4,2022-07-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=essay
yt_Ikdf_mf9EDE,Joscha Bach on Spirit 👻,youtube,Global Theatre Skitsoanalysis,https://www.youtube.com/watch?v=Ikdf_mf9EDE,2022-07-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=essay
yt_H-Hoew3nlL0,"The opposite of free will is not determinism or coercion, it's compulsion - @TheoriesofEverything",youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=H-Hoew3nlL0,2022-07-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_aGDRkJMZ5U8,On Donald Hoffman's theory - @TheoriesofEverything,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=aGDRkJMZ5U8,2022-07-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_vgyp28giHi0,Joscha Bach: Computationalist Functionalism (Virtualism),youtube,wonkmonk,https://www.youtube.com/watch?v=vgyp28giHi0,2022-06-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_iyhJ9BEjink,The purpose of art is to capture conscious states - @TheoriesofEverything,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=iyhJ9BEjink,2022-06-17,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_autlzkN4O5s,"Trustworthy AI and Machine Understanding - Ben Goertzel, Joscha Bach, Monica Anderson",youtube,"Science, Technology & the Future",https://www.youtube.com/watch?v=autlzkN4O5s,2022-06-17,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_singularityweblog_com_joscha_bach_ai,"Joscha Bach on AI, Cosmology, Existence and the Bible",web,Singularity Weblog,https://www.singularityweblog.com/joscha-bach-ai/,2022-06-15,,curation_status=candidate tier=supporting discovered_via=singularityweblog format=essay
yt_vyGP8LpsDok,"Joscha Bach on AI, Cosmology, Existence and the Bible",youtube,Singularity Weblog,https://www.youtube.com/watch?v=vyGP8LpsDok,2022-06-14,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_uc112kET-i0,Joscha Bach - Agency in an Age of Machines - How AI Will Change Humanity,youtube,"Science, Technology & the Future",https://www.youtube.com/watch?v=uc112kET-i0,2022-06-13,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_9sX3xd12Orw,Joscha Bach & Lex Fridman: Artificial Consciousness & Reality - Theory of EveryOne Live 6.7.22,youtube,Theory of EveryOne with Tyler Goldstein,https://www.youtube.com/watch?v=9sX3xd12Orw,2022-06-08,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_vB61XHp2qZU,A rough architecture of the self - @SimulationSeries,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=vB61XHp2qZU,2022-05-22,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_imlRy7XyCNE,Psychedelics relax your priors - @SimulationSeries,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=imlRy7XyCNE,2022-04-27,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_ZFp71hnan3A,Joscha Bach causing combinatorial explosions to podcaster minds - (Joscha Bach Bits trailer),youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=ZFp71hnan3A,2022-03-25,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=interview
yt_VY6TzB_xH-k,Lee Cronin vs Joscha Bach: Is the universe a Turing machine? | Lex Fridman Podcast Clips,youtube,Lex Clips,https://www.youtube.com/watch?v=VY6TzB_xH-k,2022-03-11,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_pB-pwXU0I4M,"Joscha Bach, Synthetic Intelligence",youtube,DigitalFUTURES,https://www.youtube.com/watch?v=pB-pwXU0I4M,2022-02-13,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_f1eJtJZ5kSE,Joscha Bach: Computationalist Functionalism (Virtualism),youtube,wonkmonk,https://www.youtube.com/watch?v=f1eJtJZ5kSE,2022-02-08,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_bhSlYfVtgww,"Donald Hoffman Λ Joscha Bach: Consciousness, Gödel, Reality",youtube,Curt Jaimungal,https://www.youtube.com/watch?v=bhSlYfVtgww,2022-02-07,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
